OBJECTID,Shape,Block group id,EnviroAtlas Community Code,NO2_Hospital_Admissions_VValue of hospital admissions avoided due to nitrogen dioxide removed ($/yr),Asthma exacerbation avoided due to nitrogen dioxide removed (cases/yr),Value of asthma exacerbation cases avoided due to nitrogen dioxide removed ($/yr),Acute respiratory symptoms avoided due to ozone removed (cases/yr),Value of mortality avoided due to ozone removed ($/yr),School days not lost to illness due to ozone removed (days/yr),Value of school days not lost to illness due to ozone removed ($/yr),Acute respiratory symptoms avoided due to particulate matter [PM2.5] removed (cases/yr),Value of mortality avoided due to particulate matter [PM2.5] removed ($/yr),Asthma exacerbation avoided due to sulfur dioxide removed (cases/yr),Value of asthma exacerbation cases avoided due to sulfur dioxide removed ($/yr),Value of hospital admissions avoided due to sulfur dioxide removed ($/yr),Total Population,Population under 1 year old,Percent population under 1 year old,Population under 13 years old,Percent population under 13 years old,Population over 70 years old,Percent population over 70 years old,"Population other than White, non-Hispanic","Percent population other than White, non-Hispanic",Population with income below twice the US poverty level,Percent population with income below twice the US poverty level,Number of day care centers,Value of hospital admissions avoided due to nitrogen dioxide removed ($/yr),Number of schools (K-12),K-12 schools with < 25 percent green space in viewshed,Total carbon stored (kg),Total carbon sequestered (kg/yr),Value of carbon stored ($),Value of carbon sequestered ($/yr),Average reduction in nighttime ambient temperature (Celsius),Average reduction in daytime ambient temperature (Celsius),Carbon monoxide (kg/yr),Nitrogen dioxide (kg/yr),Ozone (kg/yr),Particulate matter [PM2.5] (kg/yr),Sulfur dioxide (kg/yr),Particulate matter [PM10] (kg/yr),"Value of health, ecosystem, and materials damage avoided due to particulate matter [PM10] removed ($/yr)","Value of health, ecosystem, and materials damage avoided due to carbon monoxide removed ($/yr)",Percent reduction in annual runoff,Reduction in annual runoff (m3/yr),Reduction in median load of total suspended solids [TSS] (kg/yr),Reduction in median biochemical oxygen demand [BOD5] (kg/yr),Reduction in median chemical oxygen demand [COD] (kg/yr),Reduction in median load of total phosphorus (kg/yr),Reduction in median load of soluble phosphorus (kg/yr),Reduction in median load of total Kjeldahl nitrogen [TKN] (kg/yr),Reduction in median load of nitrites and nitrates (kg/yr),Reduction in median load of copper (kg/yr),Reduction in mean load of total suspended solids [TSS] (kg/yr),Reduction in mean biochemical oxygen demand [BOD5] (kg/yr),Reduction in mean chemical oxygen demand [COD] (kg/yr),Reduction in mean load of total phosphorus (kg/yr),Reduction in mean load of soluble phosphorus (kg/yr),Reduction in mean load of total Kjeldahl nitrogen [TKN] (kg/yr),Reduction in mean load of nitrites and nitrates (kg/yr),Reduction in mean load of copper (kg/yr),Total carbon stored (mt),Total carbon sequestered (mt/yr),Percent tree cover,Percent impervious area,Percent green space,Percent agriculture,Percent wetlands,Tree cover per capita (m2/person),Impervious area per capita (m2/person),Green space per capita (m2/person),Agricultural land per capita (m2/person),Total land area in 50m buffer (m2),Percent land area in 50m buffer,Percent impervious area in 50m buffer,Percent tree cover in 50m buffer,Percent vegetated cover in 50m buffer,Total land area in 15m buffer (m2),Percent land area in 15m buffer,Percent impervious area in 15m buffer,Percent tree cover in 15m buffer,Percent vegetated cover in 15m buffer,Residential population within 300m of busy roadway with < 25 percent tree buffer,Residential population within 300m of busy roadway with > 25 percent tree buffer,Residential population within 300m of busy roadway,Percent of residential population within 300m of busy roadway,Percent of busy roadway bordered by > 25 percent tree buffer,Percent of busy roadway bordered by < 25 percent tree buffer,Residential population within 500m of a park entrance,Residential population not within 500m of a park entrance,Percent of residential population within 500m of a park entrance,Percent of residential population not within 500m of a park entrance,Residential population with minimal views of trees,Percent of residential population with minimal views of trees,Residential population with views of water,Percent of residential population with views of water,Number of historic places,Percent carbon monoxide removed annually by tree cover,Percent nitrogen dioxide removed annually by tree cover,Percent ozone removed annually by tree cover,Percent particulate matter [PM10] removed annually by tree cover,Percent particulate matter [PM2.5] removed annually by tree cover,Percent sulfur dioxide removed annually by tree cover,Daily domestic use (x1000 gal/day),bgrp,Land area in 1% Annual Chance Flood Hazard area - Area (m2),Land area in 1% Annual Chance Flood Hazard area - Percent,Land area in 0.2% Annual Chance Flood Hazard area - Area (m2),Land area in 0.2% Annual Chance Flood Hazard area - Percent,Impervious surface in 1% Annual Chance Flood Hazard area - Area (m2),Impervious surface in 1% Annual Chance Flood Hazard area - Percent,Impervious surface in 0.2% Annual Chance Flood Hazard area - Area (m2),Impervious surface in 0.2% Annual Chance Flood Hazard area - Percent,Population in 1% Annual Chance Flood Hazard area - Total,Population in 1% Annual Chance Flood Hazard area - Percent,Population in 0.2% Annual Chance Flood Hazard area - Total,Population in 0.2% Annual Chance Flood Hazard area - Percent,EnviroAtlas Community Name,State FIPS,County FIPS,Tract FIPS,ALAND10,AWATER10,ORIG_FID,x,y
1401,,390351044002,CleOH,37.34450206,0.32508355,27.08238867,0.554761994,2759.562749,0.148031273,14.53521833,0.31257327,9500.612544,0.068956656,5.42328591,24.28219016,662,16,2.4169199466705322,105,15.861000061035156,37,5.589119911193848,377,56.948640483383684,245,74.01812688821752,0,-99999,1,0,688954.79,22218.568,54082.951015,1744.157588,0.301806002855,0.56493729353,12.1441957322,103.581642282,422.402630415,33.8867851797,82.6395928246,114.121301388,809.899082297,18.3344399938,0.926869,588.322451,32.063574,6.765708,26.298014,0.152376,0.060597,0.864834,0.313576,0.00653,46.12448,8.295347,31.063425,0.185322,0.075894,1.017798,0.387116,0.007942,688.95479,22.218567999999998,22.959999084472656,49.63999938964844,50.36000061035156,-888888,0,135.33,292.61,296.8,-888888,0,0,-99999,-99999,-99999,0,0,-99999,-99999,-99999,188,294,482,72.80999755859375,91.47000122070312,8.529999732971191,345,317,52.11000061035156,47.88999938964844,0,0,0,0,2,0.000774361894991,0.121098124118,0.176831327565,0.250758240216,0.0988724147461,0.1331544109,47.66400146484375,390351044002,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Cleveland, OH",39,035,104400,390482,0,1401,,
1402,,390351046001,CleOH,22.4060221,0.29306535,24.5077542,0.322402504,1737.236813,0.126202653,12.39186213,0.181265331,5230.070388,0.058100542,4.569475209,15.03462087,624,12,1.9230799674987793,132,21.153799057006836,36,5.769229888916016,443,70.99358974358975,248,45.173041894353375,1,0,1,0,268642.46,8663.632,21088.43311,680.095112,0.203945025802,0.372158616781,4.41452314622,40.3886999126,164.690154395,13.1649606782,32.2237661642,44.646441328,316.848050448,6.66473198476,0.443364,323.682581,17.640701,3.72235,14.468611,0.083834,0.033339,0.475813,0.172523,0.003593,25.376714,4.563924,17.09044,0.10196,0.041755,0.559971,0.212983,0.00437,268.64246,8.663632,15.34000015258789,67.69000244140625,32.310001373291016,-888888,0,55.98,247.04,117.93,-888888,0,0,-99999,-99999,-99999,0,0,-99999,-99999,-99999,595,12,607,97.27999877929688,2.2899999618530273,97.70999908447266,0,624,0,100,5,0.800000011920929,0,0,1,0.000531197404478,0.0809954836657,0.118388441461,0.169050052866,0.0672919107604,0.0891496542542,44.928001403808594,390351046001,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Cleveland, OH",39,035,104600,227913,0,1402,,
1403,,390351046002,CleOH,19.91241783,0.260449109,21.78020432,0.286524128,1543.907671,0.11215833,11.01284742,0.16109138,4647.988932,0.051634853,4.060963881,13.36149798,566,14,2.4735000133514404,112,19.788000106811523,27,4.770319938659668,375,66.25441696113074,456,67.55555555555556,0,-99999,0,-99999,177185.29,5714.168,13909.045265,448.562188,0.180887937546,0.330597251654,2.91163416191,26.6387270203,108.623477844,8.68305544703,21.2536516231,29.4469186076,208.979673967,4.39577745637,0.466304,206.32729,11.244837,2.372764,9.22283,0.053439,0.021252,0.303301,0.109972,0.00229,16.17606,2.909215,10.894081,0.064993,0.026616,0.356946,0.135763,0.002785,177.18529,5.714168,15.029999732971191,64.56999969482422,35.43000030517578,-888888,0,40.71,174.91,95.96,-888888,0,0,-99999,-99999,-99999,0,0,-99999,-99999,-99999,560,0,560,98.94000244140625,0.23999999463558197,99.76000213623047,0,566,0,100,0,0,0,0,1,0.00052045337598,0.079361330092,0.116005191884,0.165645958925,0.0659792717225,0.0873550964246,40.75199890136719,390351046002,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Cleveland, OH",39,035,104600,153389,0,1403,,
1404,,390351048001,CleOH,8.426427722,0.114120653,9.559669017,0.105961185,614.7525257,0.052332059,5.138494678,0.059913769,1833.022875,0.021912693,1.723387987,5.510519736,686,13,1.8950400352478027,138,20.116600036621094,28,4.081630229949951,306,44.606413994169095,148,36.907730673316706,0,-99999,0,-99999,1019478.68,32877.856,80029.07638,2580.911696,0.0622349046171,0.115838296711,16.7527956301,153.263168351,624.915764232,50.1915220403,122.284688444,199.746940147,1417.56938932,25.2921752071,0.150701,1251.996125,68.233789,14.397955,55.964227,0.324267,0.128956,1.840434,0.667314,0.013897,98.156496,17.653145,66.105395,0.394379,0.161508,2.165953,0.823813,0.016902,1019.47868,32.877856,4.940000057220459,66.83999633789062,20.18000030517578,-888888,0,193.25,2614.66,789.5,-888888,183298,6.829999923706055,54.13999938964844,13.979999542236328,31.329999923706055,41760,1.559999942779541,47.59000015258789,22.200000762939453,51.029998779296875,86,229,315,45.91999816894531,23.170000076293945,76.83000183105469,182,504,26.530000686645508,73.47000122070312,110,16.030000686645508,3,0.4399999976158142,0,0.000171054240533,0.0261239902327,0.0382397898912,0.0662650170004,0.0222896543878,0.0287941543863,49.391998291015625,390351048001,26299,0.9800000190734863,123215,4.590000152587891,4515,17.170000076293945,74756,60.66999816894531,0,0,0,0,"Cleveland, OH",39,035,104800,2705975,118426,1404,,
1405,,390351048002,CleOH,29.32238298,0.397126122,33.26648108,0.368737445,2139.354032,0.182110701,17.88148374,0.208492873,6378.704088,0.076251874,5.997043607,19.17484614,693,13,1.8759000301361084,138,19.913400650024414,38,5.483409881591797,447,64.5021645021645,586,65.54809843400447,0,-99999,1,0,237920.91,7672.872,18676.791435,602.320452,0.217335775495,0.400965362787,3.90968488066,35.7701285575,145.855203815,11.7134500528,28.5388047542,39.4323193745,279.844331302,5.90256320136,0.60603,236.809889,12.906139,2.723314,10.585402,0.061334,0.024391,0.348111,0.12622,0.002629,18.565895,3.339019,12.503562,0.074595,0.030548,0.409681,0.155821,0.003197,237.92091,7.672872,17.020000457763672,57.369998931884766,42.47999954223633,-888888,0,44.65,150.51,111.45,-888888,0,0,-99999,-99999,-99999,0,0,-99999,-99999,-99999,227,415,642,92.63999938964844,85.20999908447266,14.789999961853027,2,691,0.28999999165534973,99.70999908447266,3,0.4300000071525574,0,0,0,0.000589226752076,0.0898293865585,0.131271867964,0.187113497284,0.0745777435827,0.0988507269854,49.895999908447266,390351048002,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Cleveland, OH",39,035,104800,181928,0,1405,,
1406,,390351048003,CleOH,27.44837985,0.371745918,31.14043595,0.345178609,2002.665934,0.17047561,16.73903199,0.19516837,5971.049573,0.071379516,5.613843338,17.94962558,745,11,1.4765100479125977,137,18.389299392700195,135,18.120800018310547,515,69.12751677852349,728,83.4862385321101,0,-99999,0,-99999,408761.95,13182.44,32087.813075,1034.82154,0.20034186542,0.386858910322,6.71706583378,61.4551695121,250.590628886,20.1243879104,49.0319010689,67.7470162691,480.78882415,10.1409466036,0.473951,473.748851,25.819312,5.448112,21.176574,0.122701,0.048796,0.696411,0.252508,0.005259,37.14191,6.679859,25.013939,0.149231,0.061114,0.819586,0.311727,0.006396,408.76195,13.18244,14.819999694824219,63.9900016784668,36.0099983215332,-888888,0,71.35,308.1,173.41,-888888,0,0,-99999,-99999,-99999,0,0,-99999,-99999,-99999,555,178,733,98.38999938964844,51.16999816894531,48.83000183105469,0,745,0,100,2,0.27000001072883606,0,0,2,0.000513072674501,0.0782465179363,0.114379773029,0.163035666954,0.0652751565482,0.0861302969363,53.63999938964844,390351048003,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Cleveland, OH",39,035,104800,358945,0,1406,,
1407,,390351049001,CleOH,27.33916841,0.461436035,38.65047766,0.382127941,2183.242245,0.215711212,21.18072424,0.214663529,6061.297656,0.088736686,6.978937769,18.67287397,637,4,0.6279429793357849,136,21.350099563598633,29,4.5525898933410645,477,74.88226059654632,310,78.28282828282829,0,-99999,0,-99999,167549.72,5403.424,13152.65302,424.168784,0.257034093142,0.482254505157,2.75329036415,25.1885689395,102.70769866,8.21000558414,20.0968666916,27.8065475763,197.338245271,4.1567212914,0.690099,164.517804,8.96622,1.891955,7.353946,0.04261,0.016945,0.241841,0.087688,0.001826,12.898196,2.319701,8.68654,0.051823,0.021223,0.284616,0.108253,0.002221,167.54972,5.403424,18.8799991607666,55.75,44.25,-888888,0,34.2,100.97,80.16,-888888,0,0,-99999,-99999,-99999,0,0,-99999,-99999,-99999,524,23,547,85.87000274658203,7.929999828338623,92.06999969482422,141,496,22.139999389648438,77.86000061035156,0,0,0,0,0,0.000653944076449,0.099653191526,0.145591805519,0.207715258524,0.0822072781914,0.109634841363,45.86399841308594,390351049001,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Cleveland, OH",39,035,104900,115413,0,1407,,
1408,,390351049002,CleOH,15.38317104,0.259640384,21.74781462,0.215017027,1228.472968,0.121377054,11.91803562,0.120786678,3410.565406,0.049930485,3.926918621,10.50687908,395,5,1.265820026397705,87,22.025299072265625,18,4.556960105895996,267,67.59493670886076,267,60,0,-99999,0,-99999,148578.49,4791.608,11663.411465,376.141228,0.221177518368,0.411756038666,2.44154227675,22.3365355966,91.0787166835,7.28040746701,17.8214272654,24.6580826933,174.994136078,3.68606627828,0.640471,137.882096,7.514574,1.585644,6.16333,0.035711,0.014202,0.202687,0.073491,0.00153,10.809956,1.944138,7.280175,0.043433,0.017787,0.238536,0.090726,0.001861,148.57849,4.791608,17.139999389648438,53.91999816894531,44.630001068115234,-888888,0,48.91,153.92,127.38,-888888,0,0,-99999,-99999,-99999,0,0,-99999,-99999,-99999,288,0,288,72.91000366210938,12.979999542236328,87.0199966430664,0,395,0,100,0,0,0,0,0,0.00059339612795,0.0904510869406,0.132178885038,0.18857998689,0.0749001806982,0.0995341423044,28.440000534057617,390351049002,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Cleveland, OH",39,035,104900,112807,0,1408,,
1409,,390351049003,CleOH,31.30120468,0.528307389,44.25170758,0.437507172,2499.641886,0.246972962,24.25032136,0.24577104,6939.657797,0.101597312,7.990398015,21.37919125,790,15,1.8987300395965576,183,23.164600372314453,30,3.7974700927734375,517,65.44303797468355,245,49.494949494949495,0,-99999,0,-99999,237482.58,7658.736,18642.38253,601.210776,0.246414229274,0.455635815859,3.90247443665,35.7020212608,145.576957125,11.6367446507,28.4852828157,39.4126033712,279.704410246,5.89167738761,0.651951,211.916882,11.54947,2.437044,9.472685,0.054886,0.021827,0.311518,0.112952,0.002352,16.614284,2.988028,11.189211,0.066754,0.027337,0.366616,0.139441,0.002861,237.48257999999998,7.658736,17.43000030517578,52.56999969482422,47.40999984741211,-888888,0,39.09,117.89,106.3,-888888,0,0,-99999,-99999,-99999,0,0,-99999,-99999,-99999,544,40,584,73.91999816894531,6.53000020980835,93.47000122070312,0,790,0,100,0,0,0,0,1,0.000603707007075,0.0920186595436,0.1344644823,0.191839968644,0.0761486387541,0.101255431632,56.880001068115234,390351049003,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Cleveland, OH",39,035,104900,177363,0,1409,,
1410,,390351049004,CleOH,32.12653766,0.542237502,45.41851319,0.449045258,2565.561854,0.253486297,24.88986687,0.25225117,7122.632484,0.10427662,8.201119767,21.94301561,671,12,1.7883800268173218,134,19.970199584960938,29,4.3219099044799805,417,62.14605067064084,578,71.27003699136868,0,-99999,0,-99999,346780.55,11183.56,27222.273175,877.90946,0.272699564695,0.511878311634,5.69853263135,52.1333967899,212.577359411,16.99239039,41.5954050829,57.5516918925,408.434375366,8.60323786655,0.847448,295.112766,16.083646,3.393797,13.191541,0.076434,0.030397,0.433816,0.157295,0.003276,23.136841,4.16109,15.581954,0.092961,0.03807,0.510545,0.194184,0.003984,346.78055,11.18356,21.06999969482422,49.58000183105469,50.2599983215332,-888888,0,67.21,158.18,160.34,-888888,0,0,-99999,-99999,-99999,0,0,-99999,-99999,-99999,381,81,462,68.8499984741211,38.4900016784668,61.5099983215332,0,671,0,100,0,0,0,0,2,0.000729509934917,0.111131357302,0.162314851881,0.231569309104,0.0912461240371,0.122228823447,48.3120002746582,390351049004,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Cleveland, OH",39,035,104900,214197,0,1410,,
1419,,390351054001,CleOH,70.11184072,1.093064271,91.56056784,0.984537781,5569.853843,0.516283544,50.69397776,0.555119439,15889.78024,0.209971656,16.51379119,47.69616651,780,19,2.4358999729156494,148,18.97439956665039,35,4.487180233001709,393,50.38461538461539,765,62.704918032786885,0,-99999,0,-99999,1259806.56,40628.352,98894.81496,3189.325632,0.516380369663,0.962969303131,20.7019937864,189.43612077,772.383972513,61.8202929271,151.113149315,208.753891987,1481.49016433,31.254392732,2.187924,695.792132,37.920671,8.00161,31.101908,0.18021,0.071667,1.022814,0.370857,0.007723,54.550103,9.810669,36.737825,0.219175,0.089757,1.20372,0.457831,0.009393,1259.80656,40.628352,39.34000015258789,33.77000045776367,63.16999816894531,-888888,0.28999999165534973,210.03,180.32,337.25,-888888,44714,10.739999771118164,30.3700008392334,43.060001373291016,69.52999877929688,10286,2.4700000286102295,24.969999313354492,53.5,75.02999877929688,707,64,771,98.8499984741211,23.6200008392334,76.37999725341797,426,354,54.619998931884766,45.380001068115234,4,0.5099999904632568,14,1.7899999618530273,1,0.00136227300934,0.206996744881,0.301619877467,0.430615117146,0.16396602904,0.227074533276,56.15999984741211,390351054001,103118,24.760000228881836,19034,4.570000171661377,23069,22.3700008392334,7386,38.79999923706055,68.61000061035156,8.020000457763672,3.180000066757202,0.3700000047683716,"Cleveland, OH",39,035,105400,420914,2783,1419,,
1420,,390351054002,CleOH,36.38648778,0.568513698,47.62107275,0.512311874,2898.113719,0.268652018,26.37899189,0.28886327,8268.443791,0.109260406,8.593080826,24.81904413,608,7,1.151319980621338,125,20.559200286865234,33,5.4276299476623535,333,54.76973684210527,296,73.81546134663341,0,-99999,0,-99999,271157.09,8744.728,21285.831565,686.461148,0.324238479137,0.606976985931,4.45583676935,40.7643520027,166.223074856,13.3060195631,32.524930715,44.9315789222,318.871622499,6.72710434444,1.185216,197.99253,10.790593,2.276914,8.850266,0.05128,0.020393,0.291049,0.10553,0.002198,15.522614,2.791695,10.454006,0.062368,0.025541,0.342527,0.130279,0.002673,271.15709000000004,8.744727999999999,26.260000228881836,44.29999923706055,55.70000076293945,-888888,0,58,97.84,123,-888888,0,0,-99999,-99999,-99999,0,0,-99999,-99999,-99999,495,107,602,99.01000213623047,23.8799991607666,76.12000274658203,268,340,44.08000183105469,55.91999816894531,0,0,0,0,2,0.000909428310788,0.138428661693,0.202046422108,0.288563365138,0.112628904255,0.152150625025,43.7760009765625,390351054002,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Cleveland, OH",39,035,105400,134325,0,1420,,
1421,,390351054003,CleOH,48.96661757,0.765069958,64.0854424,0.689434887,3900.089236,0.361533581,35.49904996,0.388735167,11127.18443,0.147034928,11.56395954,33.39966181,993,23,2.3162100315093994,254,25.579099655151367,43,4.330309867858887,528,53.17220543806647,591,43.10722100656455,0,-99999,0,-99999,377932.74,12188.208,29667.72009,956.774328,0.284799724817,0.51393866539,6.21044649518,56.8163689788,231.67731166,18.5456350486,45.3322592153,62.6246384876,444.43619748,9.37608888324,0.887158,327.778141,17.863909,3.769449,14.651683,0.084895,0.033761,0.481834,0.174706,0.003638,25.697806,4.621672,17.306686,0.10325,0.042283,0.567056,0.215678,0.004425,377.93273999999997,12.188208000000001,21.639999389648438,49.83000183105469,50.16999816894531,-888888,0,49.49,113.97,114.75,-888888,0,0,-99999,-99999,-99999,0,0,-99999,-99999,-99999,725,166,891,89.7300033569336,37.95000076293945,62.04999923706055,257,736,25.8799991607666,74.12000274658203,15,1.5099999904632568,0,0,3,0.000749353821933,0.11414437215,0.166703606823,0.238092735733,0.0937804466472,0.125534081997,71.49600219726562,390351054003,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Cleveland, OH",39,035,105400,227353,0,1421,,
1422,,390351054004,CleOH,22.04433435,0.344427782,28.85070256,0.310375169,1755.774241,0.162757962,15.98123477,0.175005447,5009.368976,0.06619342,5.205960279,15.0361313,598,11,1.839460015296936,139,23.24410057067871,22,3.6789300441741943,367,61.37123745819398,274,58.05084745762712,0,-99999,0,-99999,165542.63,5338.696,12995.096455,419.087636,0.204974189401,0.399100810289,2.72030850327,24.8867582076,101.479093971,8.12338513187,19.8563708272,27.430932176,194.672567923,4.10692763174,0.602792,153.162045,8.347331,1.761364,6.846343,0.039669,0.015776,0.225148,0.081635,0.0017,12.007904,2.159585,8.086956,0.048246,0.019758,0.26497,0.100781,0.002068,165.54263,5.338696,16.18000030517578,54.310001373291016,45.689998626708984,-888888,0,36,120.85,101.69,-888888,0,0,-99999,-99999,-99999,0,0,-99999,-99999,-99999,503,27,530,88.62999725341797,21.489999771118164,78.51000213623047,18,580,3.009999990463257,96.98999786376953,0,0,0,0,2,0.000560190604572,0.0854025192812,0.124817939228,0.178275191508,0.0709999568192,0.093991145756,43.055999755859375,390351054004,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Cleveland, OH",39,035,105400,133191,0,1422,,
1423,,390351054005,CleOH,39.43668621,0.615883623,51.58888667,0.559841659,3161.902071,0.292238434,28.69494644,0.312859544,8955.312564,0.118337298,9.306973817,26.8829065,667,11,1.6491800546646118,118,17.691200256347656,35,5.247379779815674,320,47.976011994002995,220,37.09949409780776,0,-99999,0,-99999,271872.26,8767.792,21341.97241,688.271672,0.355028152466,0.652977466583,4.46758892668,40.8871071678,167.005159996,13.3411138548,32.6098923187,45.0500848307,319.712638378,6.74484691283,1.138811,211.381597,11.520297,2.430888,9.448757,0.054748,0.021772,0.310731,0.112666,0.002346,16.572317,2.980481,11.160948,0.066585,0.027268,0.36569,0.139089,0.002854,271.87226,8.767792,25.93000030517578,46.16999816894531,53.83000183105469,-888888,0,53,94.38,110.04,-888888,0,0,-99999,-99999,-99999,0,0,-99999,-99999,-99999,509,153,662,99.25,22.170000076293945,77.83000183105469,0,667,0,100,2,0.30000001192092896,0,0,1,0.000897770343733,0.136747874903,0.199886241726,0.28491027287,0.111279560943,0.150214929742,48.02399826049805,390351054005,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Cleveland, OH",39,035,105400,136434,0,1423,,
